gain	0	8	-24
gain	0	24	-20
gain	0	27	-13
gain	0	49	-23
gain	1	16	-25
gain	1	26	-12
gain	1	28	-11
gain	1	33	-17
gain	2	0	-25
gain	2	17	-3
gain	2	41	-24
gain	3	4	-20
gain	3	8	-15
gain	3	11	-22
gain	3	19	-19
gain	3	28	-4
gain	3	35	-18
gain	4	42	-10
gain	4	45	-28
gain	5	21	-23
gain	5	43	-17
gain	5	46	-10
gain	6	23	-23
gain	6	33	-20
gain	6	42	-11
gain	7	5	-30
gain	7	13	-5
gain	7	24	-27
gain	7	26	-20
gain	7	30	-6
gain	7	34	-30
gain	7	39	-15
gain	7	41	-9
gain	8	2	-29
gain	8	12	-21
gain	8	16	-27
gain	8	31	-21
gain	8	36	-29
gain	9	12	-10
gain	9	18	-17
gain	9	19	-10
gain	9	27	-10
gain	10	3	-30
gain	10	6	-25
gain	10	24	-22
gain	10	31	-19
gain	10	41	-24
gain	11	3	-24
gain	11	30	-9
gain	12	41	-16
gain	13	14	-27
gain	13	32	-11
gain	14	0	-21
gain	14	13	-25
gain	14	23	-13
gain	14	24	-27
gain	14	47	-15
gain	15	26	-28
gain	15	31	-17
gain	15	49	-23
gain	16	9	-7
gain	16	20	-2
gain	16	21	-18
gain	16	24	-26
gain	16	36	-24
gain	16	39	-27
gain	16	45	-16
gain	17	6	-22
gain	17	13	-27
gain	17	39	-11
gain	18	4	-4
gain	18	7	-30
gain	18	26	-24
gain	18	34	-9
gain	18	42	-10
gain	18	45	-5
gain	19	4	-19
gain	19	6	-3
gain	19	17	0
gain	19	21	-29
gain	20	8	-18
gain	20	22	-16
gain	21	1	-19
gain	21	3	-27
gain	21	14	0
gain	21	17	-29
gain	22	5	-18
gain	22	18	-16
gain	22	47	-17
gain	23	13	-24
gain	23	48	-1
gain	24	3	-15
gain	24	4	-21
gain	24	8	-16
gain	24	16	-25
gain	24	36	-10
gain	24	39	-13
gain	25	7	-15
gain	25	20	-2
gain	25	30	-4
gain	25	38	-3
gain	26	6	-1
gain	26	8	-15
gain	27	2	-19
gain	27	25	-23
gain	27	28	-23
gain	27	44	-14
gain	28	26	-24
gain	29	27	-9
gain	29	38	-23
gain	29	49	-22
gain	30	11	-17
gain	30	15	0
gain	30	46	-4
gain	31	1	-9
gain	31	9	-7
gain	31	25	-11
gain	31	41	-4
gain	31	44	-30
gain	32	21	-7
gain	32	33	-14
gain	32	34	-30
gain	32	42	-21
gain	33	3	-6
gain	33	5	-8
gain	33	18	-19
gain	33	26	-5
gain	33	40	0
gain	34	47	-18
gain	35	18	-2
gain	35	25	-27
gain	35	45	-29
gain	35	48	-7
gain	36	19	-8
gain	36	27	-2
gain	36	33	-23
gain	36	45	-22
gain	37	7	-17
gain	37	11	0
gain	37	42	-4
gain	37	47	-9
gain	38	5	-7
gain	38	21	-11
gain	38	36	-4
gain	38	40	-30
gain	39	14	-19
gain	39	36	-19
gain	39	47	-29
gain	40	15	-2
gain	40	45	-15
gain	40	47	-12
gain	40	49	-30
gain	41	8	-25
gain	41	19	-29
gain	41	31	-22
gain	42	18	-24
gain	42	22	-5
gain	42	30	-21
gain	42	31	-19
gain	42	33	-16
gain	43	7	-13
gain	43	25	-2
gain	43	31	-17
gain	43	32	-26
gain	43	40	-10
gain	44	17	-8
gain	44	20	-25
gain	44	37	-22
gain	44	45	-19
gain	45	5	-24
gain	45	17	-24
gain	45	38	-13
gain	46	7	-2
gain	46	13	-17
gain	46	14	-26
gain	46	22	-10
gain	46	49	-8
gain	47	2	-25
gain	47	19	-22
gain	47	26	-19
gain	47	36	-24
gain	47	49	-24
gain	48	25	-9
gain	48	43	0
gain	49	30	-13
