gain	1	0	-25
gain	1	24	-18
gain	1	31	-2
gain	1	45	-20
gain	2	33	-8
gain	3	20	-13
gain	3	29	-25
gain	3	32	-22
gain	3	33	-3
gain	3	35	-26
gain	3	39	-20
gain	4	14	-12
gain	4	20	-9
gain	4	21	-16
gain	4	33	-8
gain	5	2	-21
gain	5	30	-5
gain	6	20	-11
gain	6	21	-27
gain	6	24	-19
gain	6	43	-13
gain	7	2	-25
gain	7	20	-15
gain	7	27	-1
gain	8	2	-29
gain	8	3	-18
gain	8	19	-3
gain	8	24	-15
gain	8	28	-23
gain	8	32	-4
gain	8	35	-22
gain	8	39	-23
gain	9	13	-14
gain	9	30	-28
gain	10	33	-6
gain	11	45	-30
gain	11	49	-7
gain	12	26	-3
gain	13	10	-18
gain	13	15	-2
gain	13	20	-4
gain	14	20	-26
gain	14	45	-30
gain	15	1	-24
gain	15	31	-4
gain	15	44	-15
gain	16	18	-21
gain	16	23	-25
gain	16	44	-18
gain	17	20	0
gain	17	42	-3
gain	18	17	-27
gain	18	19	-8
gain	18	25	-5
gain	18	30	-19
gain	19	14	-20
gain	19	17	-22
gain	19	20	-21
gain	19	23	-29
gain	20	0	-18
gain	20	1	-19
gain	20	23	-27
gain	20	32	-10
gain	21	7	-9
gain	22	37	-21
gain	22	44	-2
gain	22	48	-11
gain	23	11	-16
gain	23	19	-3
gain	25	15	-21
gain	25	22	-2
gain	25	27	0
gain	25	40	-16
gain	25	48	-3
gain	26	23	-14
gain	26	31	-12
gain	26	40	-9
gain	27	0	-18
gain	27	26	-20
gain	27	42	-14
gain	28	10	-8
gain	28	13	-19
gain	28	16	-28
gain	29	10	-14
gain	30	10	0
gain	30	33	-13
gain	30	48	-4
gain	31	9	-22
gain	31	27	-6
gain	31	38	-6
gain	31	40	-8
gain	32	17	-9
gain	32	48	-16
gain	33	18	-6
gain	33	20	-5
gain	33	32	-23
gain	33	38	-26
gain	34	7	-16
gain	34	12	-12
gain	34	13	-4
gain	34	48	-22
gain	34	49	-12
gain	35	34	-14
gain	35	48	-5
gain	36	19	-10
gain	37	12	-16
gain	37	13	-26
gain	37	36	-20
gain	38	14	-24
gain	38	37	-2
gain	38	40	-27
gain	39	14	-26
gain	39	17	-1
gain	40	1	-26
gain	40	33	-14
gain	40	47	-18
gain	40	48	-20
gain	41	5	-18
gain	41	31	-9
gain	41	37	-26
gain	41	48	-8
gain	42	21	-12
gain	43	5	-8
gain	43	8	-10
gain	44	7	-18
gain	44	42	-7
gain	45	3	-22
gain	45	4	-12
gain	45	39	-14
gain	46	3	-5
gain	46	24	-10
gain	46	34	-30
gain	46	41	-19
gain	46	48	-22
gain	47	18	-18
gain	47	20	-10
gain	47	30	-25
gain	47	35	-14
gain	47	46	-13
gain	47	48	-15
gain	47	49	-22
gain	48	5	-28
gain	48	11	-4
gain	48	44	-28
gain	49	7	-26
gain	49	38	-19
gain	49	44	-3
