DEBUG (0): 60000000200 	 DATA_RECV 	 contents=[from=0 version=0 interval=1024 len=18]
DEBUG (0): 60000000200 	 DATA_SENT
DEBUG (4): 60024719294 	 DATA_SENT
DEBUG (2): 60177917326 	 DATA_SENT
DEBUG (9): 60251769890 	 DATA_SENT
DEBUG (8): 61809997283 	 DATA_SENT
DEBUG (6): 63104247798 	 DATA_SENT
DEBUG (7): 63211364385 	 DATA_SENT
DEBUG (5): 63594970554 	 DATA_SENT
DEBUG (3): 64713287346 	 DATA_SENT
DEBUG (1): 65034179346 	 DATA_SENT
DEBUG (0): 110000000200 	 DATA_RECV 	 contents=[from=0 version=1 interval=1024 len=18]
DEBUG (0): 110000000200 	 DATA_SENT
DEBUG (8): 110077666983 	 DATA_SENT
DEBUG (9): 110108336970 	 DATA_SENT
DEBUG (5): 110132140542 	 DATA_SENT
DEBUG (4): 110623015942 	 DATA_SENT
DEBUG (7): 110886840746 	 DATA_SENT
DEBUG (3): 111205749172 	 DATA_SENT
DEBUG (6): 111374663779 	 DATA_SENT
DEBUG (2): 113249358947 	 DATA_SENT
DEBUG (1): 114808196745 	 DATA_SENT
DEBUG (0): 160000000200 	 DATA_RECV 	 contents=[from=0 version=2 interval=1024 len=18]
DEBUG (0): 160000000200 	 DATA_SENT
DEBUG (6): 160119323234 	 DATA_SENT
DEBUG (3): 160130462085 	 DATA_SENT
DEBUG (9): 160260162004 	 DATA_SENT
DEBUG (5): 160282134703 	 DATA_SENT
DEBUG (2): 160637969525 	 DATA_SENT
DEBUG (7): 161768035801 	 DATA_SENT
DEBUG (8): 162016753979 	 DATA_SENT
DEBUG (4): 163089446916 	 DATA_SENT
DEBUG (1): 164980926027 	 DATA_SENT
DEBUG (0): 210000000200 	 DATA_RECV 	 contents=[from=0 version=3 interval=1024 len=18]
DEBUG (0): 210000000200 	 DATA_SENT
DEBUG (6): 210041351277 	 DATA_SENT
DEBUG (3): 210051574606 	 DATA_SENT
DEBUG (9): 210331268287 	 DATA_SENT
DEBUG (5): 210440215690 	 DATA_SENT
DEBUG (4): 210646667269 	 DATA_SENT
DEBUG (7): 210821075122 	 DATA_SENT
DEBUG (2): 213894958249 	 DATA_SENT
DEBUG (8): 214650878636 	 DATA_SENT
DEBUG (1): 214708099388 	 DATA_SENT
DEBUG (0): 260000000200 	 DATA_RECV 	 contents=[from=0 version=4 interval=1024 len=18]
DEBUG (0): 260000000200 	 DATA_SENT
DEBUG (8): 260353240815 	 DATA_SENT
DEBUG (9): 260443267544 	 DATA_SENT
DEBUG (7): 260478362668 	 DATA_SENT
DEBUG (6): 260551910229 	 DATA_SENT
DEBUG (2): 260561675284 	 DATA_SENT
DEBUG (4): 260680388939 	 DATA_SENT
DEBUG (3): 262589263766 	 DATA_SENT
DEBUG (5): 263324432093 	 DATA_SENT
DEBUG (1): 265244445429 	 DATA_SENT
DEBUG (0): 310000000200 	 DATA_RECV 	 contents=[from=0 version=5 interval=1024 len=18]
DEBUG (0): 310000000200 	 DATA_SENT
DEBUG (5): 310157775785 	 DATA_SENT
DEBUG (2): 310192718379 	 DATA_SENT
DEBUG (8): 310268859520 	 DATA_SENT
DEBUG (9): 310614623486 	 DATA_SENT
DEBUG (7): 310644073233 	 DATA_SENT
DEBUG (3): 311784362724 	 DATA_SENT
DEBUG (4): 312197265255 	 DATA_SENT
DEBUG (1): 314861907654 	 DATA_SENT
DEBUG (6): 315174407768 	 DATA_SENT
DEBUG (0): 360000000200 	 DATA_RECV 	 contents=[from=0 version=6 interval=1024 len=18]
DEBUG (0): 360000000200 	 DATA_SENT
DEBUG (8): 360024414120 	 DATA_SENT
DEBUG (9): 360110168014 	 DATA_SENT
DEBUG (7): 360368651988 	 DATA_SENT
DEBUG (2): 360457763594 	 DATA_SENT
DEBUG (4): 360744171103 	 DATA_SENT
DEBUG (5): 361741943196 	 DATA_SENT
DEBUG (6): 363953552113 	 DATA_SENT
DEBUG (3): 364157104425 	 DATA_SENT
DEBUG (1): 364881744306 	 DATA_SENT
DEBUG (0): 410000000200 	 DATA_RECV 	 contents=[from=0 version=7 interval=1024 len=18]
DEBUG (0): 410000000200 	 DATA_SENT
DEBUG (2): 410026245164 	 DATA_SENT
DEBUG (5): 410130462085 	 DATA_SENT
DEBUG (7): 410187072717 	 DATA_SENT
DEBUG (9): 410363921962 	 DATA_SENT
DEBUG (8): 410639800569 	 DATA_SENT
DEBUG (3): 412485046161 	 DATA_SENT
DEBUG (4): 412512206875 	 DATA_SENT
DEBUG (6): 413713989212 	 DATA_SENT
DEBUG (1): 414836120394 	 DATA_SENT
DEBUG (0): 460000000200 	 DATA_RECV 	 contents=[from=0 version=8 interval=1024 len=18]
DEBUG (0): 460000000200 	 DATA_SENT
DEBUG (9): 460132445716 	 DATA_SENT
DEBUG (7): 460236663663 	 DATA_SENT
DEBUG (8): 460259704414 	 DATA_SENT
DEBUG (6): 460279998143 	 DATA_SENT
DEBUG (3): 460384978740 	 DATA_SENT
DEBUG (2): 461541289581 	 DATA_SENT
DEBUG (4): 463167571916 	 DATA_SENT
DEBUG (1): 464820709107 	 DATA_SENT
DEBUG (5): 465756988126 	 DATA_SENT
DEBUG (0): 510000000200 	 DATA_RECV 	 contents=[from=0 version=9 interval=1024 len=18]
DEBUG (0): 510000000200 	 DATA_SENT
