DEBUG (0): 60000000200 	 DATA_RECV 	 contents=[from=0 version=0 interval=1024 len=18]
DEBUG (0): 60000000200 	 DATA_SENT
DEBUG (4): 60055541868 	 DATA_SENT
DEBUG (10): 60079650614 	 DATA_SENT
DEBUG (9): 60967559269 	 DATA_SENT
DEBUG (5): 61434325695 	 DATA_SENT
DEBUG (12): 61519012449 	 DATA_SENT
DEBUG (17): 61632079758 	 DATA_SENT
DEBUG (1): 61693420302 	 DATA_SENT
DEBUG (2): 61725005925 	 DATA_SENT
DEBUG (6): 61766967179 	 DATA_SENT
DEBUG (19): 61808318826 	 DATA_SENT
DEBUG (11): 61836089888 	 DATA_SENT
DEBUG (18): 62405242704 	 DATA_SENT
DEBUG (3): 62814940153 	 DATA_SENT
DEBUG (14): 63142547078 	 DATA_SENT
DEBUG (8): 63241577181 	 DATA_SENT
DEBUG (7): 64096831933 	 DATA_SENT
DEBUG (13): 65338592463 	 DATA_SENT
DEBUG (16): 65447082390 	 DATA_SENT
DEBUG (15): 66032562186 	 DATA_SENT
DEBUG (0): 110000000200 	 DATA_RECV 	 contents=[from=0 version=1 interval=1024 len=18]
DEBUG (0): 110000000200 	 DATA_SENT
DEBUG (19): 110026245164 	 DATA_SENT
DEBUG (11): 110160063963 	 DATA_SENT
DEBUG (6): 110182646839 	 DATA_SENT
DEBUG (14): 110236663435 	 DATA_SENT
DEBUG (12): 110308227194 	 DATA_SENT
DEBUG (5): 110361938046 	 DATA_SENT
DEBUG (4): 110415191422 	 DATA_SENT
DEBUG (1): 110441589087 	 DATA_SENT
DEBUG (16): 110463562071 	 DATA_SENT
DEBUG (10): 110483398153 	 DATA_SENT
DEBUG (3): 110547790095 	 DATA_SENT
DEBUG (15): 110578612840 	 DATA_SENT
DEBUG (13): 110689849675 	 DATA_SENT
DEBUG (2): 110719756898 	 DATA_SENT
DEBUG (7): 111729736179 	 DATA_SENT
DEBUG (17): 112525024468 	 DATA_SENT
DEBUG (8): 113531340849 	 DATA_SENT
DEBUG (9): 115362853568 	 DATA_SENT
DEBUG (18): 115766143802 	 DATA_SENT
DEBUG (0): 160000000200 	 DATA_RECV 	 contents=[from=0 version=2 interval=1024 len=18]
DEBUG (0): 160000000200 	 DATA_SENT
DEBUG (13): 160027160686 	 DATA_SENT
DEBUG (4): 160071105742 	 DATA_SENT
DEBUG (11): 160185393405 	 DATA_SENT
DEBUG (14): 160236053201 	 DATA_SENT
DEBUG (7): 160346068713 	 DATA_SENT
DEBUG (8): 160363159198 	 DATA_SENT
DEBUG (16): 160479278247 	 DATA_SENT
DEBUG (15): 160499419731 	 DATA_SENT
DEBUG (5): 160608062473 	 DATA_SENT
DEBUG (17): 160985412632 	 DATA_SENT
DEBUG (10): 161247558181 	 DATA_SENT
DEBUG (2): 161275939477 	 DATA_SENT
DEBUG (18): 161349639169 	 DATA_SENT
DEBUG (3): 161607818197 	 DATA_SENT
DEBUG (19): 161687469181 	 DATA_SENT
DEBUG (1): 161892852708 	 DATA_SENT
DEBUG (12): 162130279163 	 DATA_SENT
DEBUG (6): 162833404277 	 DATA_SENT
DEBUG (9): 163615264739 	 DATA_SENT
DEBUG (0): 210000000200 	 DATA_RECV 	 contents=[from=0 version=3 interval=1024 len=18]
DEBUG (0): 210000000200 	 DATA_SENT
DEBUG (18): 210032501231 	 DATA_SENT
DEBUG (4): 210146178546 	 DATA_SENT
DEBUG (17): 210269164694 	 DATA_SENT
DEBUG (11): 210325774813 	 DATA_SENT
DEBUG (9): 210350798796 	 DATA_SENT
DEBUG (3): 210446471814 	 DATA_SENT
DEBUG (2): 210562438333 	 DATA_SENT
DEBUG (12): 210651397637 	 DATA_SENT
DEBUG (6): 210697783344 	 DATA_SENT
DEBUG (14): 210810699149 	 DATA_SENT
DEBUG (19): 210858917097 	 DATA_SENT
DEBUG (1): 211132506429 	 DATA_SENT
DEBUG (15): 211242217237 	 DATA_SENT
DEBUG (8): 211298217578 	 DATA_SENT
DEBUG (5): 211738586054 	 DATA_SENT
DEBUG (16): 213214569111 	 DATA_SENT
DEBUG (7): 213278045360 	 DATA_SENT
DEBUG (13): 213644713916 	 DATA_SENT
DEBUG (10): 213978729139 	 DATA_SENT
DEBUG (0): 260000000200 	 DATA_RECV 	 contents=[from=0 version=4 interval=1024 len=18]
DEBUG (0): 260000000200 	 DATA_SENT
DEBUG (12): 260164641573 	 DATA_SENT
DEBUG (17): 260241240988 	 DATA_SENT
DEBUG (11): 260265960253 	 DATA_SENT
DEBUG (15): 260410613071 	 DATA_SENT
DEBUG (18): 260432738813 	 DATA_SENT
DEBUG (2): 260444030308 	 DATA_SENT
DEBUG (19): 260465087656 	 DATA_SENT
DEBUG (10): 260757598759 	 DATA_SENT
DEBUG (1): 260778960426 	 DATA_SENT
DEBUG (16): 261003112838 	 DATA_SENT
DEBUG (5): 261017760848 	 DATA_SENT
DEBUG (7): 261047515427 	 DATA_SENT
DEBUG (4): 261079253466 	 DATA_SENT
DEBUG (9): 261409453957 	 DATA_SENT
DEBUG (13): 261863402961 	 DATA_SENT
DEBUG (8): 262753905752 	 DATA_SENT
DEBUG (3): 264296874687 	 DATA_SENT
DEBUG (14): 265050658856 	 DATA_SENT
DEBUG (6): 267214354828 	 DATA_SENT
DEBUG (0): 310000000200 	 DATA_RECV 	 contents=[from=0 version=5 interval=1024 len=18]
DEBUG (0): 310000000200 	 DATA_SENT
DEBUG (15): 310024871881 	 DATA_SENT
DEBUG (2): 310049896149 	 DATA_SENT
DEBUG (18): 310069274698 	 DATA_SENT
DEBUG (9): 310126647410 	 DATA_SENT
DEBUG (10): 310138091435 	 DATA_SENT
DEBUG (8): 310161437246 	 DATA_SENT
DEBUG (7): 310187071862 	 DATA_SENT
DEBUG (4): 310232848760 	 DATA_SENT
DEBUG (13): 310351867589 	 DATA_SENT
DEBUG (12): 310380859290 	 DATA_SENT
DEBUG (5): 310400543241 	 DATA_SENT
DEBUG (11): 310650634531 	 DATA_SENT
DEBUG (19): 310679931178 	 DATA_SENT
DEBUG (14): 310997771894 	 DATA_SENT
DEBUG (6): 311560516056 	 DATA_SENT
DEBUG (3): 311648406510 	 DATA_SENT
DEBUG (1): 312070464831 	 DATA_SENT
DEBUG (16): 313489989900 	 DATA_SENT
DEBUG (17): 313722839258 	 DATA_SENT
DEBUG (0): 360000000200 	 DATA_RECV 	 contents=[from=0 version=6 interval=1024 len=18]
DEBUG (0): 360000000200 	 DATA_SENT
DEBUG (16): 360050964258 	 DATA_SENT
DEBUG (13): 360102691251 	 DATA_SENT
DEBUG (3): 360173033858 	 DATA_SENT
DEBUG (2): 360206756326 	 DATA_SENT
DEBUG (17): 360275268459 	 DATA_SENT
DEBUG (14): 360356749732 	 DATA_SENT
DEBUG (5): 360361632815 	 DATA_SENT
DEBUG (7): 360387725534 	 DATA_SENT
DEBUG (1): 360409240301 	 DATA_SENT
DEBUG (15): 360435790496 	 DATA_SENT
DEBUG (8): 360558318655 	 DATA_SENT
DEBUG (9): 360701293472 	 DATA_SENT
DEBUG (18): 360746001805 	 DATA_SENT
DEBUG (11): 360768279678 	 DATA_SENT
DEBUG (19): 360841979655 	 DATA_SENT
DEBUG (6): 361416167842 	 DATA_SENT
DEBUG (10): 361520385447 	 DATA_SENT
DEBUG (12): 362123260104 	 DATA_SENT
DEBUG (4): 363297576781 	 DATA_SENT
