gain	0	21	-13
gain	0	25	-30
gain	0	44	-21
gain	0	46	-22
gain	0	48	-15
gain	0	49	-14
gain	1	7	-12
gain	1	10	-9
gain	1	15	-30
gain	1	23	-20
gain	1	25	-19
gain	1	27	-12
gain	1	30	-12
gain	1	31	-21
gain	1	41	-4
gain	1	47	-12
gain	2	15	-29
gain	2	23	-12
gain	2	27	-30
gain	2	33	-1
gain	2	42	-5
gain	2	49	-7
gain	3	6	-10
gain	3	7	-14
gain	3	18	-18
gain	3	19	-7
gain	3	35	-4
gain	3	42	-25
gain	3	45	-18
gain	4	13	-4
gain	4	40	-27
gain	4	42	-26
gain	4	45	-13
gain	5	11	-29
gain	5	13	-13
gain	5	21	-4
gain	5	24	-26
gain	5	25	-9
gain	5	28	-4
gain	5	43	-27
gain	5	44	-4
gain	5	49	-17
gain	6	0	-3
gain	6	1	-1
gain	6	2	-9
gain	6	14	-18
gain	6	29	-23
gain	6	30	-17
gain	6	37	-11
gain	6	44	-6
gain	6	46	-5
gain	7	3	-7
gain	7	9	-7
gain	7	14	-3
gain	7	16	-29
gain	7	27	-19
gain	7	30	-8
gain	7	34	-27
gain	7	35	-20
gain	7	40	-27
gain	8	3	-9
gain	8	10	-2
gain	8	22	-23
gain	8	26	-4
gain	8	32	-15
gain	8	36	-29
gain	8	42	-15
gain	9	10	-28
gain	9	11	-23
gain	9	18	-26
gain	9	19	-15
gain	9	20	-11
gain	9	21	-18
gain	9	24	-8
gain	9	34	-13
gain	9	41	-15
gain	9	43	-23
gain	9	48	-20
gain	10	39	-29
gain	10	49	-10
gain	11	2	-14
gain	11	8	-28
gain	11	13	-11
gain	11	17	-5
gain	11	32	-11
gain	11	36	-10
gain	11	39	-12
gain	11	43	-6
gain	11	48	-22
gain	12	4	-10
gain	12	26	-5
gain	12	30	-15
gain	12	37	-4
gain	12	44	0
gain	13	4	-19
gain	13	10	-20
gain	13	34	-24
gain	13	35	-7
gain	13	42	-28
gain	13	43	-2
gain	13	48	-1
gain	14	3	-30
gain	14	6	-7
gain	14	27	-4
gain	15	4	-27
gain	15	6	-26
gain	15	9	-9
gain	15	25	-29
gain	15	27	-13
gain	15	35	-9
gain	15	38	-26
gain	15	39	-9
gain	15	42	-4
gain	16	7	-27
gain	16	8	-4
gain	16	13	-17
gain	16	14	-3
gain	16	15	-1
gain	16	17	-9
gain	16	28	-18
gain	16	43	-23
gain	16	44	-17
gain	17	1	-11
gain	17	8	-6
gain	17	10	-5
gain	17	18	-7
gain	17	23	-7
gain	17	28	-3
gain	17	30	-29
gain	17	41	-19
gain	17	44	-8
gain	17	48	-27
gain	17	49	-20
gain	18	4	-27
gain	18	17	-9
gain	18	24	-2
gain	18	36	-23
gain	18	40	-4
gain	18	46	-15
gain	19	0	-29
gain	19	6	-15
gain	19	24	-28
gain	19	25	-23
gain	19	32	-26
gain	19	33	-15
gain	19	34	-11
gain	19	35	-18
gain	19	38	-8
gain	19	48	-13
gain	20	5	-15
gain	20	7	-23
gain	20	12	-20
gain	21	3	-29
gain	21	13	-10
gain	21	16	-14
gain	21	23	-28
gain	21	27	-11
gain	21	31	-5
gain	21	46	-11
gain	22	0	-10
gain	22	3	-12
gain	22	7	-6
gain	22	12	-22
gain	22	18	-10
gain	22	40	-5
gain	22	44	-15
gain	23	1	-4
gain	23	8	0
gain	23	18	-19
