DEBUG (0): 60000000200 	 DATA_RECV 	 contents=[from=0 version=0 interval=1024 len=18]
DEBUG (0): 60000000200 	 DATA_SENT
DEBUG (9): 60063934153 	 DATA_SENT
DEBUG (2): 60144042328 	 DATA_SENT
DEBUG (5): 60221710137 	 DATA_SENT
DEBUG (11): 60440673679 	 DATA_SENT
DEBUG (3): 61268615586 	 DATA_SENT
DEBUG (17): 62379607860 	 DATA_SENT
DEBUG (7): 62971191250 	 DATA_SENT
DEBUG (15): 63453216262 	 DATA_SENT
DEBUG (19): 63911742705 	 DATA_SENT
DEBUG (12): 64125823862 	 DATA_SENT
DEBUG (4): 64323272466 	 DATA_SENT
DEBUG (13): 64825744307 	 DATA_SENT
DEBUG (14): 64859466262 	 DATA_SENT
DEBUG (6): 64907531338 	 DATA_SENT
DEBUG (18): 64975127949 	 DATA_SENT
DEBUG (8): 65117339831 	 DATA_SENT
DEBUG (1): 65178069628 	 DATA_SENT
DEBUG (10): 65407714659 	 DATA_SENT
DEBUG (16): 65671081474 	 DATA_SENT
DEBUG (0): 110000000200 	 DATA_RECV 	 contents=[from=0 version=1 interval=1024 len=18]
DEBUG (0): 110000000200 	 DATA_SENT
DEBUG (11): 110035705558 	 DATA_SENT
DEBUG (18): 110119170647 	 DATA_SENT
DEBUG (13): 110137175913 	 DATA_SENT
DEBUG (16): 110274962829 	 DATA_SENT
DEBUG (9): 110289306520 	 DATA_SENT
DEBUG (3): 110433196631 	 DATA_SENT
DEBUG (17): 110479888823 	 DATA_SENT
DEBUG (6): 110659637278 	 DATA_SENT
DEBUG (4): 110672301999 	 DATA_SENT
DEBUG (8): 110697784028 	 DATA_SENT
DEBUG (15): 110703124858 	 DATA_SENT
DEBUG (14): 110793609348 	 DATA_SENT
DEBUG (5): 111065062918 	 DATA_SENT
DEBUG (7): 111324767716 	 DATA_SENT
DEBUG (10): 111706389969 	 DATA_SENT
DEBUG (19): 113450011935 	 DATA_SENT
DEBUG (1): 114980620967 	 DATA_SENT
DEBUG (12): 115049285516 	 DATA_SENT
DEBUG (2): 116804046276 	 DATA_SENT
DEBUG (0): 160000000200 	 DATA_RECV 	 contents=[from=0 version=2 interval=1024 len=18]
DEBUG (0): 160000000200 	 DATA_SENT
DEBUG (7): 160031738296 	 DATA_SENT
DEBUG (16): 160107574035 	 DATA_SENT
DEBUG (10): 160208892715 	 DATA_SENT
DEBUG (15): 160234069684 	 DATA_SENT
DEBUG (5): 160255736867 	 DATA_SENT
DEBUG (17): 160313567739 	 DATA_SENT
DEBUG (18): 160316467291 	 DATA_SENT
DEBUG (4): 160340118048 	 DATA_SENT
DEBUG (11): 160342101565 	 DATA_SENT
DEBUG (12): 160440825981 	 DATA_SENT
DEBUG (19): 160462798737 	 DATA_SENT
DEBUG (14): 160564880124 	 DATA_SENT
DEBUG (2): 160933532596 	 DATA_SENT
DEBUG (3): 161024017143 	 DATA_SENT
DEBUG (6): 162275237611 	 DATA_SENT
