# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
1	 40	 0	 1	 386	 1177.22	 1941.44	 928.562	 0.9	 2	 40
2	 9	 10.646	 1.575	 386	 1218.29	 1941.44	 1024.44	 0.9	 2	 49
3	 7	 10.6166	 2.075	 386	 1267.11	 1970.12	 1056.69	 0.91	 2	 56
4	 6	 10.5644	 2.5	 386	 1287.9	 1970.12	 1084.88	 0.91	 2	 62
5	 9	 10.5286	 2.8	 386	 1337.04	 1970.12	 1109.62	 0.91	 2	 71
6	 6	 10.4837	 3.15	 386	 1379.94	 1970.12	 1131.5	 0.91	 2	 77
7	 7	 10.4865	 3.3	 386	 1424.25	 1970.12	 1150.88	 0.91	 2	 84
8	 8	 10.4728	 3.425	 386	 1464.63	 1970.12	 1165.69	 0.819	 2	 92
9	 8	 10.4456	 3.425	 386	 1505.46	 1970.12	 1182.69	 0.819	 2	 100
10	 10	 10.4273	 3.425	 386	 1827.35	 7534.94	 1239.5	 0.8371	 2	 110
11	 5	 10.3775	 4	 386	 1841.79	 7534.94	 1266.94	 0.8371	 2	 115
12	 8	 10.3057	 3.925	 386	 1885.95	 7534.94	 1335.88	 0.8371	 2	 123
13	 8	 10.2606	 4.075	 386	 1930.32	 7534.94	 1396.81	 0.75339	 2	 131
14	 7	 10.2076	 3.45	 386	 2115.6	 7534.94	 1470.31	 0.75339	 2	 138
15	 6	 10.1625	 3.375	 386	 2288.07	 7534.94	 1511.25	 0.75339	 2	 144
16	 6	 10.1751	 3.55	 386	 2312.3	 7534.94	 1535.62	 0.75339	 2	 150
17	 6	 10.1537	 3.65	 386	 2335.91	 7534.94	 1563.44	 0.75339	 2	 156
18	 7	 10.1428	 3.675	 386	 2637.83	 7534.94	 1580.12	 0.75339	 2	 163
19	 4	 10.143	 4	 386	 2792.22	 7534.94	 1591.75	 0.75339	 2	 167
20	 8	 10.1072	 4.25	 386	 2820.86	 7534.94	 1601.62	 0.75339	 2	 175
21	 7	 10.0445	 3.775	 386	 3002.06	 7846.75	 1660.5	 0.778051	 2	 182
22	 10	 9.9836	 3.65	 386	 3596.81	 8384.12	 1796.19	 0.800246	 2	 192
23	 5	 9.9484	 3.5	 386	 4331.74	 8384.12	 1857.81	 0.800246	 2	 197
24	 6	 9.94286	 3.75	 386	 4615.96	 8384.12	 1879.31	 0.800246	 2	 203
25	 7	 9.88883	 3.5	 386	 5350.63	 8397.62	 1911.56	 0.820221	 2	 210
26	 6	 9.86748	 3.4	 386	 5626.09	 8397.62	 1931.06	 0.820221	 2	 216
27	 7	 9.80796	 3	 386	 6304.77	 8397.62	 1962.81	 0.820221	 2	 223
28	 7	 9.79308	 3.125	 386	 6715.63	 8397.62	 2003.88	 0.820221	 2	 230
29	 8	 9.73652	 3.325	 386	 7138.1	 8397.62	 2092.75	 0.820221	 2	 238
30	 8	 9.67614	 3.425	 386	 7562.8	 8397.62	 6978.88	 0.820221	 2	 246
31	 5	 9.65097	 3.95	 386	 7609.48	 8397.62	 7206.06	 0.820221	 2	 251
32	 8	 9.65863	 4.15	 386	 7637.22	 8397.62	 7302.56	 0.820221	 2	 259
33	 7	 9.66428	 3.95	 386	 7714.31	 8525.12	 7355.5	 0.838199	 2	 266
34	 5	 9.61721	 4.15	 386	 7741.67	 8525.12	 7376.12	 0.838199	 2	 271
35	 9	 9.57749	 3.625	 386	 7843.38	 8525.12	 7446.75	 0.754379	 2	 280
